NM_001001398	ENSDARG00000009351	ENSDART00000016591
NM_001002439	ENSDARG00000015015	ENSDART00000141835
NM_001002440	ENSDARG00000045359	ENSDART00000142575
NM_001002442	ENSDARG00000054821	ENSDART00000077077
NM_001002443	ENSDARG00000044861	ENSDART00000065940
NM_001002443	ENSDARG00000115709	ENSDART00000189991
NM_001002444	ENSDARG00000003869	ENSDART00000139069
NM_001002445	ENSDARG00000018328	ENSDART00000016696
NM_001002445	ENSDARG00000113341	ENSDART00000188966
NM_001002446	ENSDARG00000100844	ENSDART00000191169
NM_001002447	ENSDARG00000071445	ENSDART00000105636
NM_001002448	ENSDARG00000104907	ENSDART00000160066
NM_001002449	ENSDARG00000052010	ENSDART00000124342
NM_001002449	ENSDARG00000116927	ENSDART00000192715
NM_001002450	ENSDARG00000007891	ENSDART00000105661
NM_001002450	ENSDARG00000115382	ENSDART00000011252
NM_001002451	ENSDARG00000010051	ENSDART00000034968
NM_001002452	ENSDARG00000101456	ENSDART00000165399
NM_001002452	ENSDARG00000109721	ENSDART00000185677
NM_001002452	ENSDARG00000110522	ENSDART00000187065
NM_001002453	ENSDARG00000041602	ENSDART00000060979
NM_001002454	ENSDARG00000040300	ENSDART00000058970
NM_001002455	ENSDARG00000037804	ENSDART00000055087
NM_001002456	ENSDARG00000038858	ENSDART00000056734
NM_001002457	ENSDARG00000045958	ENSDART00000067544
NM_001002458	ENSDARG00000054914	ENSDART00000077185
NM_001002459	ENSDARG00000018997	ENSDART00000003825
NM_001002460	ENSDARG00000011026	ENSDART00000010512
NM_001002461	ENSDARG00000044125	ENSDART00000064789
NM_001002461	ENSDARG00000116040	ENSDART00000188390
NM_001002462	ENSDARG00000089245	ENSDART00000131075
NM_001002464	ENSDARG00000042948	ENSDART00000063057
NM_001002465	ENSDARG00000058297	ENSDART00000081156
NM_001002466	ENSDARG00000008560	ENSDART00000109148
NM_001002468	ENSDARG00000025350	ENSDART00000040397
NM_001002469	ENSDARG00000043012	ENSDART00000097388
NM_001002470	ENSDARG00000035131	ENSDART00000050865
NM_001002471	ENSDARG00000056590	ENSDART00000079112
NM_001002472	ENSDARG00000043474	ENSDART00000093117
NM_001002473	ENSDARG00000101680	ENSDART00000183590
NM_001002474	ENSDARG00000071076	ENSDART00000104866
NM_001002475	ENSDARG00000022569	ENSDART00000029874
NM_001002476	ENSDARG00000102590	ENSDART00000167153
NM_001002477	ENSDARG00000023309	ENSDART00000033491
NM_001002477	ENSDARG00000114062	ENSDART00000192639
NM_001002478	ENSDARG00000016855	ENSDART00000002244
NM_001002479	ENSDARG00000102060	ENSDART00000159278
NM_001002480	ENSDARG00000071679	ENSDART00000106156
NM_001002481	ENSDARG00000027984	ENSDART00000155104
NM_001002482	ENSDARG00000026068	ENSDART00000038574
NM_001002483	ENSDARG00000069866	ENSDART00000102021
NM_001002483	ENSDARG00000110682	ENSDART00000184939
NM_001002483	ENSDARG00000114571	ENSDART00000190624
NM_001002484	ENSDARG00000039913	ENSDART00000058383
NM_001002485	ENSDARG00000109289	ENSDART00000190427
NM_001002486	ENSDARG00000006413	ENSDART00000145377
NM_001002487	ENSDARG00000088030	ENSDART00000179887
NM_001002488	ENSDARG00000002362	ENSDART00000158412
NM_001002489	ENSDARG00000055712	ENSDART00000078115
NM_001002491	ENSDARG00000018270	ENSDART00000073950
NM_001002492	ENSDARG00000052020	ENSDART00000073745
NM_001002492	ENSDARG00000115570	ENSDART00000189265
NM_001002493	ENSDARG00000020133	ENSDART00000014166
NM_001002494	ENSDARG00000019396	ENSDART00000017180
NM_001002495	ENSDARG00000029064	ENSDART00000039788
NM_001002495	ENSDARG00000116372	ENSDART00000180722
NM_001002496	ENSDARG00000101759	ENSDART00000164267
NM_001002497	ENSDARG00000003573	ENSDART00000010944
NM_001002498	ENSDARG00000028131	ENSDART00000034865
NM_001002499	ENSDARG00000018637	ENSDART00000144203
NM_001002499	ENSDARG00000117172	ENSDART00000186830
NM_001002500	ENSDARG00000011462	ENSDART00000005853
NM_001002502	ENSDARG00000115421	ENSDART00000184660
NM_001002503	ENSDARG00000102367	ENSDART00000166750
NM_001002504	ENSDARG00000054213	ENSDART00000159067
NM_001002505	ENSDARG00000007720	ENSDART00000011229
NM_001002505	ENSDARG00000112010	ENSDART00000188197
NM_001002506	ENSDARG00000026281	ENSDART00000031486
NM_001002507	ENSDARG00000071860	ENSDART00000106619
NM_001002509	ENSDARG00000113969	ENSDART00000179809
NM_001002511	ENSDARG00000002690	ENSDART00000115356
NM_001002511	ENSDARG00000114340	ENSDART00000180138
NM_001002512	ENSDARG00000002506	ENSDART00000018972
NM_001002513	ENSDARG00000000551	ENSDART00000043004
NM_001002514	ENSDARG00000056396	ENSDART00000078888
NM_001002515	ENSDARG00000045087	ENSDART00000066294
NM_001002516	ENSDARG00000041617	ENSDART00000060998
NM_001002517	ENSDARG00000016238	ENSDART00000008761
NM_001002518	ENSDARG00000016307	ENSDART00000027331
NM_001002519	ENSDARG00000104996	ENSDART00000163968
NM_001002520	ENSDARG00000057296	ENSDART00000145342
NM_001002521	ENSDARG00000008936	ENSDART00000008013
NM_001002521	ENSDARG00000116303	ENSDART00000185807
NM_001002522	ENSDARG00000101259	ENSDART00000189309
NM_001002523	ENSDARG00000039435	ENSDART00000057612
NM_001002524	ENSDARG00000042410	ENSDART00000062185
NM_001002524	ENSDARG00000110455	ENSDART00000180256
NM_001002525	ENSDARG00000040350	ENSDART00000059053
NM_001002526	ENSDARG00000045543	ENSDART00000066963
NM_001002527	ENSDARG00000076568	ENSDART00000059013
NM_001002528	ENSDARG00000079698	ENSDART00000019458
NM_001002528	ENSDARG00000109650	ENSDART00000188018
NM_001002529	ENSDARG00000098391	ENSDART00000169820
NM_001002530	ENSDARG00000014462	ENSDART00000185313
NM_001002530	ENSDARG00000042803	ENSDART00000192438
NM_001002531	ENSDARG00000070037	ENSDART00000102461
NM_001002531	ENSDARG00000111478	ENSDART00000183480
NM_001002532	ENSDARG00000097576	ENSDART00000154253
NM_001002533	ENSDARG00000090170	ENSDART00000123505
NM_001002534	ENSDARG00000044402	ENSDART00000065208
NM_001002535	ENSDARG00000015930	ENSDART00000143928
NM_001002536	ENSDARG00000039699	ENSDART00000058032
NM_001002536	ENSDARG00000114877	ENSDART00000193646
NM_001002537	ENSDARG00000042703	ENSDART00000062654
NM_001002538	ENSDARG00000038941	ENSDART00000056846
NM_001002539	ENSDARG00000039882	ENSDART00000058339
NM_001002540	ENSDARG00000070131	ENSDART00000102662
NM_001002541	ENSDARG00000016584	ENSDART00000104895
NM_001002541	ENSDARG00000111285	ENSDART00000192240
NM_001002542	ENSDARG00000014273	ENSDART00000040049
NM_001002543	ENSDARG00000043781	ENSDART00000099943
NM_001002544	ENSDARG00000036625	ENSDART00000053201
NM_001002544	ENSDARG00000110198	ENSDART00000191238
NM_001002545	ENSDARG00000027547	ENSDART00000139948
NM_001002546	ENSDARG00000115862	ENSDART00000193511
NM_001002547	ENSDARG00000022652	ENSDART00000161048
NM_001002548	ENSDARG00000037855	ENSDART00000055152
NM_001002549	ENSDARG00000043448	ENSDART00000063783
NM_001002550	ENSDARG00000056638	ENSDART00000145251
NM_001002551	ENSDARG00000098780	ENSDART00000168784
NM_001002552	ENSDARG00000057598	ENSDART00000080306
NM_001002553	ENSDARG00000037835	ENSDART00000055129
NM_001002554	ENSDARG00000104221	ENSDART00000169565
NM_001002555	ENSDARG00000090086	ENSDART00000123392
NM_001002556	ENSDARG00000013075	ENSDART00000019898
NM_001002557	ENSDARG00000103472	ENSDART00000170672
NM_001002557	ENSDARG00000115848	ENSDART00000190828
NM_001002558	ENSDARG00000035181	ENSDART00000050966
NM_001002559	ENSDARG00000016745	ENSDART00000016864
NM_001002559	ENSDARG00000114790	ENSDART00000192334
NM_001002560	ENSDARG00000056510	ENSDART00000030282
NM_001002561	ENSDARG00000010625	ENSDART00000019396
NM_001002561	ENSDARG00000110125	ENSDART00000183508
NM_001002561	ENSDARG00000115320	ENSDART00000191616
NM_001002562	ENSDARG00000070045	ENSDART00000081510
NM_001002563	ENSDARG00000043932	ENSDART00000064509
NM_001002565	ENSDARG00000038348	ENSDART00000055932
NM_001002566	ENSDARG00000046106	ENSDART00000067776
NM_001002567	ENSDARG00000056367	ENSDART00000078854
NM_001002567	ENSDARG00000112107	ENSDART00000189577
NM_001002568	ENSDARG00000089310	ENSDART00000163120
NM_001002569	ENSDARG00000055974	ENSDART00000078382
NM_001002570	ENSDARG00000012632	ENSDART00000007202
NM_001002572	ENSDARG00000030949	ENSDART00000047013
NM_001002573	ENSDARG00000076223	ENSDART00000113395
NM_001002574	ENSDARG00000057741	ENSDART00000061794
NM_001002574	ENSDARG00000113600	ENSDART00000190367
NM_001002575	ENSDARG00000069099	ENSDART00000100276
NM_001002575	ENSDARG00000113013	ENSDART00000187923
NM_001002576	ENSDARG00000035882	ENSDART00000052096
NM_001002576	ENSDARG00000113560	ENSDART00000184485
NM_001002577	ENSDARG00000052712	ENSDART00000074609
NM_001002578	ENSDARG00000055743	ENSDART00000078137
NM_001002579	ENSDARG00000105187	ENSDART00000163840
NM_001002580	ENSDARG00000039325	ENSDART00000057463
NM_001002581	ENSDARG00000116164	ENSDART00000101902
NM_001002582	ENSDARG00000069826	ENSDART00000101916
NM_001002583	ENSDARG00000005828	ENSDART00000019053
NM_001002584	ENSDARG00000041925	ENSDART00000061442
NM_001002585	ENSDARG00000044194	ENSDART00000064888
NM_001002586	ENSDARG00000053875	ENSDART00000075992
NM_001002587	ENSDARG00000037402	ENSDART00000054426
NM_001002588	ENSDARG00000017740	ENSDART00000021035
NM_001002589	ENSDARG00000013966	ENSDART00000012859
NM_001002590	ENSDARG00000100021	ENSDART00000167347
NM_001002591	ENSDARG00000007396	ENSDART00000022392
NM_001002592	ENSDARG00000039354	ENSDART00000057513
NM_001002593	ENSDARG00000057241	ENSDART00000079848
NM_001002594	ENSDARG00000012138	ENSDART00000111982
NM_001002595	ENSDARG00000004632	ENSDART00000024296
NM_001002596	ENSDARG00000040513	ENSDART00000059298
NM_001002597	ENSDARG00000045945	ENSDART00000067531
NM_001002598	ENSDARG00000055899	ENSDART00000078304
NM_001002599	ENSDARG00000006811	ENSDART00000010068
NM_001002600	ENSDARG00000058740	ENSDART00000081666
NM_001002602	ENSDARG00000019484	ENSDART00000020233
NM_001002603	ENSDARG00000032005	ENSDART00000043946
NM_001002603	ENSDARG00000115576	ENSDART00000177219
NM_001002604	ENSDARG00000041155	ENSDART00000139441
NM_001002604	ENSDARG00000111898	ENSDART00000191769
NM_001002604	ENSDARG00000111981	ENSDART00000179802
NM_001002605	ENSDARG00000039684	ENSDART00000040793
NM_001002606	ENSDARG00000040161	ENSDART00000058742
NM_001002607	ENSDARG00000012453	ENSDART00000014536
NM_001002608	ENSDARG00000006545	ENSDART00000048921
NM_001002609	ENSDARG00000031511	ENSDART00000041114
NM_001002610	ENSDARG00000027734	ENSDART00000134564
NM_001002611	ENSDARG00000038222	ENSDART00000055737
NM_001002612	ENSDARG00000034048	ENSDART00000049036
NM_001002613	ENSDARG00000023591	ENSDART00000031676
NM_001002614	ENSDARG00000043635	ENSDART00000064076
NM_001002615	ENSDARG00000003207	ENSDART00000006338
NM_001002616	ENSDARG00000029045	ENSDART00000049503
NM_001002617	ENSDARG00000004497	ENSDART00000002770
NM_001002618	ENSDARG00000058806	ENSDART00000081746
NM_001002619	ENSDARG00000094191	ENSDART00000016075
NM_001002620	ENSDARG00000069857	ENSDART00000034109
NM_001002620	ENSDARG00000110000	ENSDART00000181962
NM_001002621	ENSDARG00000022183	ENSDART00000038524
NM_001002622	ENSDARG00000056407	ENSDART00000078894
NM_001002623	ENSDARG00000076563	ENSDART00000025549
NM_001002624	ENSDARG00000020031	ENSDART00000010615
NM_001002625	ENSDARG00000098141	ENSDART00000188102
NM_001002626	ENSDARG00000029443	ENSDART00000045109
NM_001002627	ENSDARG00000043938	ENSDART00000064515
NM_001002628	ENSDARG00000079555	ENSDART00000182876
NM_001002629	ENSDARG00000073766	ENSDART00000148296
NM_001002629	ENSDARG00000109665	ENSDART00000181940
NM_001002629	ENSDARG00000114011	ENSDART00000189669
NM_001002630	ENSDARG00000070826	ENSDART00000104304
NM_001002631	ENSDARG00000055770	ENSDART00000078167
NM_001002632	ENSDARG00000044183	ENSDART00000064866
NM_001002633	ENSDARG00000026902	ENSDART00000036783
NM_001002634	ENSDARG00000021147	ENSDART00000139946
NM_001002634	ENSDARG00000109606	ENSDART00000182143
NM_001002635	ENSDARG00000011049	ENSDART00000002714
NM_001002636	ENSDARG00000029874	ENSDART00000105218
NM_001002637	ENSDARG00000038789	ENSDART00000056649
NM_001002638	ENSDARG00000101602	ENSDART00000171378
NM_001002639	ENSDARG00000029783	ENSDART00000042867
NM_001002640	ENSDARG00000035515	ENSDART00000051483
NM_001002642	ENSDARG00000111102	ENSDART00000190493
NM_001002643	ENSDARG00000013295	ENSDART00000016197
NM_001002644	ENSDARG00000117145	ENSDART00000192270
NM_001002645	ENSDARG00000102412	ENSDART00000170835
NM_001002646	ENSDARG00000003113	ENSDART00000019519
NM_001002647	ENSDARG00000089156	ENSDART00000127062
NM_001002648	ENSDARG00000014587	ENSDART00000025024
NM_001002649	ENSDARG00000099079	ENSDART00000164663
NM_001002650	ENSDARG00000024365	ENSDART00000112243
NM_001002651	ENSDARG00000005104	ENSDART00000093185
NM_001002652	ENSDARG00000002167	ENSDART00000111707
NM_001002653	ENSDARG00000055416	ENSDART00000077769
NM_001002654	ENSDARG00000101777	ENSDART00000162626
NM_001002655	ENSDARG00000056268	ENSDART00000143922
NM_001002656	ENSDARG00000042962	ENSDART00000063071
NM_001002656	ENSDARG00000109230	ENSDART00000190610
NM_001002657	ENSDARG00000014794	ENSDART00000010395
NM_001002658	ENSDARG00000037353	ENSDART00000137665
NM_001002659	ENSDARG00000042571	ENSDART00000062441
NM_001002660	ENSDARG00000020693	ENSDART00000062993
NM_001002661	ENSDARG00000018918	ENSDART00000188421
NM_001002662	ENSDARG00000098761	ENSDART00000165433
NM_001002662	ENSDARG00000109741	ENSDART00000181713
NM_001002664	ENSDARG00000059365	ENSDART00000139320
NM_001002665	ENSDARG00000025824	ENSDART00000189671
NM_001002665	ENSDARG00000109819	ENSDART00000187373
NM_001002665	ENSDARG00000110011	ENSDART00000180386
NM_001002666	ENSDARG00000020212	ENSDART00000148465
NM_001002667	ENSDARG00000038731	ENSDART00000007333
NM_001002667	ENSDARG00000111673	ENSDART00000182482
NM_001002668	ENSDARG00000035887	ENSDART00000187858
NM_001002668	ENSDARG00000114642	ENSDART00000192610
NM_001002669	ENSDARG00000071414	ENSDART00000105562
NM_001002669	ENSDARG00000111331	ENSDART00000191738
NM_001002670	ENSDARG00000101380	ENSDART00000171309
NM_001002670	ENSDARG00000109545	ENSDART00000190149
NM_001002671	ENSDARG00000102890	ENSDART00000171202
NM_001002672	ENSDARG00000056871	ENSDART00000079437
NM_001002673	ENSDARG00000005945	ENSDART00000012855
NM_001002674	ENSDARG00000012539	ENSDART00000019098
NM_001002675	ENSDARG00000040643	ENSDART00000059507
NM_001002676	ENSDARG00000054849	ENSDART00000077119
NM_001002677	ENSDARG00000035993	ENSDART00000052256
NM_001002678	ENSDARG00000069116	ENSDART00000100321
NM_001002679	ENSDARG00000101534	ENSDART00000161403
NM_001002680	ENSDARG00000020964	ENSDART00000005221
NM_001002681	ENSDARG00000017728	ENSDART00000023549
NM_001002681	ENSDARG00000113551	ENSDART00000182447
NM_001002681	ENSDARG00000116124	ENSDART00000179713
NM_001002682	ENSDARG00000008982	ENSDART00000013918
NM_001002683	ENSDARG00000020676	ENSDART00000011305
NM_001002684	ENSDARG00000005098	ENSDART00000135472
NM_001002685	ENSDARG00000016048	ENSDART00000188744
NM_001002685	ENSDARG00000116985	ENSDART00000192141
NM_001002686	ENSDARG00000096829	ENSDART00000015034
NM_001002687	ENSDARG00000104716	ENSDART00000159596
NM_001002688	ENSDARG00000012627	ENSDART00000143471
NM_001002689	ENSDARG00000009094	ENSDART00000144479
NM_001002690	ENSDARG00000041323	ENSDART00000060561
NM_001002690	ENSDARG00000115932	ENSDART00000182854
NM_001002691	ENSDARG00000037244	ENSDART00000054183
NM_001002692	ENSDARG00000030161	ENSDART00000039827
NM_001002693	ENSDARG00000056704	ENSDART00000060321
NM_001002693	ENSDARG00000116395	ENSDART00000187747
NM_001002694	ENSDARG00000037883	ENSDART00000083367
NM_001002695	ENSDARG00000045230	ENSDART00000066506
NM_001002696	ENSDARG00000004141	ENSDART00000127436
NM_001002696	ENSDARG00000113420	ENSDART00000186883
NM_001002697	ENSDARG00000037229	ENSDART00000181517
NM_001002698	ENSDARG00000103566	ENSDART00000158939
NM_001002699	ENSDARG00000041708	ENSDART00000131811
NM_001002699	ENSDARG00000112879	ENSDART00000193463
NM_001002700	ENSDARG00000008457	ENSDART00000037553
NM_001002700	ENSDARG00000112163	ENSDART00000185873
NM_001002701	ENSDARG00000035163	ENSDART00000050932
NM_001002701	ENSDARG00000109632	ENSDART00000183260
NM_001002702	ENSDARG00000104049	ENSDART00000172255
NM_001002703	ENSDARG00000035625	ENSDART00000051655
NM_001002704	ENSDARG00000057299	ENSDART00000138120
NM_001002704	ENSDARG00000111256	ENSDART00000184513
NM_001002704	ENSDARG00000112544	ENSDART00000185453
NM_001002706	ENSDARG00000056874	ENSDART00000079452
NM_001002707	ENSDARG00000040971	ENSDART00000060037
NM_001002707	ENSDARG00000114660	ENSDART00000182633
NM_001002708	ENSDARG00000074892	ENSDART00000114172
NM_001002708	ENSDARG00000115562	ENSDART00000192264
NM_001002708	ENSDARG00000115620	ENSDART00000182272
NM_001002709	ENSDARG00000035420	ENSDART00000046157
NM_001002709	ENSDARG00000110563	ENSDART00000165393
NM_001002710	ENSDARG00000020857	ENSDART00000011727
NM_001002710	ENSDARG00000111838	ENSDART00000180190
NM_001002711	ENSDARG00000040822	ENSDART00000059837
NM_001002712	ENSDARG00000099997	ENSDART00000170333
NM_001002713	ENSDARG00000015997	ENSDART00000011004
NM_001002714	ENSDARG00000040620	ENSDART00000059476
NM_001002715	ENSDARG00000038151	ENSDART00000151150
NM_001002716	ENSDARG00000042562	ENSDART00000062429
NM_001002717	ENSDARG00000068177	ENSDART00000098417
NM_001002718	ENSDARG00000069184	ENSDART00000135256
NM_001002718	ENSDARG00000109249	ENSDART00000183368
NM_001002719	ENSDARG00000054540	ENSDART00000076742
NM_001002720	ENSDARG00000014013	ENSDART00000019145
NM_001002721	ENSDARG00000056932	ENSDART00000079506
NM_001002722	ENSDARG00000035406	ENSDART00000051312
NM_001002722	ENSDARG00000111770	ENSDART00000192784
NM_001002723	ENSDARG00000089517	ENSDART00000128137
NM_001002724	ENSDARG00000088276	ENSDART00000143995
NM_001002725	ENSDARG00000010981	ENSDART00000017017
NM_001002726	ENSDARG00000015998	ENSDART00000133710
NM_001002727	ENSDARG00000042557	ENSDART00000161834
NM_001002728	ENSDARG00000020123	ENSDART00000020153
NM_001002731	ENSDARG00000001621	ENSDART00000135973
NM_001002733	ENSDARG00000033447	ENSDART00000189289
NM_001002734	ENSDARG00000056656	ENSDART00000167956
NM_001002735	ENSDARG00000036139	ENSDART00000052477
NM_001002735	ENSDARG00000116316	ENSDART00000100557
NM_001002736	ENSDARG00000026635	ENSDART00000036369
NM_001002738	ENSDARG00000010603	ENSDART00000005496
NM_001002739	ENSDARG00000100583	ENSDART00000167510
NM_001002740	ENSDARG00000035835	ENSDART00000052001
NM_001002741	ENSDARG00000012506	ENSDART00000005616
NM_001002741	ENSDARG00000110262	ENSDART00000191421
NM_001002742	ENSDARG00000039005	ENSDART00000056935
NM_001002743	ENSDARG00000046127	ENSDART00000148471
NM_001002743	ENSDARG00000111531	ENSDART00000158640
NM_001002744	ENSDARG00000035571	ENSDART00000098467
NM_001002745	ENSDARG00000003517	ENSDART00000010683
NM_001002746	ENSDARG00000028982	ENSDART00000133905
NM_001002746	ENSDARG00000110281	ENSDART00000191048
NM_001002747	ENSDARG00000026035	ENSDART00000029946
NM_001002748	ENSDARG00000024540	ENSDART00000032498
NM_001002748	ENSDARG00000109488	ENSDART00000189986
NM_001002749	ENSDARG00000056151	ENSDART00000078594
NM_001002750	ENSDARG00000037884	ENSDART00000055220
NM_001002751	ENSDARG00000070606	ENSDART00000080116
NM_001002751	ENSDARG00000111682	ENSDART00000181554
NM_001002751	ENSDARG00000111787	ENSDART00000193238
NM_001002752	ENSDARG00000045874	ENSDART00000067427
NM_001002753	ENSDARG00000053455	ENSDART00000075493
NM_001002754	ENSDARG00000090062	ENSDART00000126588
NM_001002863	ENSDARG00000002487	ENSDART00000028043
NM_001002864	ENSDARG00000091563	ENSDART00000168103
NM_001002865	ENSDARG00000068755	ENSDART00000099552
NM_001002866	ENSDARG00000103433	ENSDART00000169464
NM_001002867	ENSDARG00000035133	ENSDART00000050879
NM_001002868	ENSDARG00000069995	ENSDART00000023452
NM_001002869	ENSDARG00000091831	ENSDART00000128065
NM_001002870	ENSDARG00000103350	ENSDART00000166994
NM_001002871	ENSDARG00000016181	ENSDART00000020116
NM_001002872	ENSDARG00000043710	ENSDART00000064187
NM_001002873	ENSDARG00000017522	ENSDART00000148516
NM_001002874	ENSDARG00000038847	ENSDART00000056723
NM_001002875	ENSDARG00000020595	ENSDART00000026249
NM_001002875	ENSDARG00000109309	ENSDART00000189290
